"Taxpayer.Number","Taxpayer.Name","Taxpayer.Address","Taxpayer.City","Taxpayer.State","Taxpayer.Zip","Taxpayer.County","Location.Number","Location.Name","Location.Address","Location.City","Location.State","Location.Zip","Location.County","Inside.Outside.City.Limits","TABC.Permit.Number","Responsibility.Begin.Date","Responsibility.End.Date","Obligation.End.Date","Liquor.Receipts","Wine.Receipts","Beer.Receipts","Cover.Charge.Receipts","Total.Receipts"
32054040459,"EAT-SHOP-ROCK, INC","517 6TH ST N","TEXAS CITY","TX",77590,84,1,"DOWNTOWN","513 6TH ST N","TEXAS CITY","TX",77590,84,"Y","MB105523626","12/19/2017","","03/31/2019",6035,0,9217,0,15252
17430232185,"STEVE OSBORNE, LTD.","922 N 38TH ST","KILLEEN","TX",76543,14,1,"KILLEEN BOWLERAMA","922 N 38TH ST","KILLEEN","TX",76543,14,"Y","RM676499","11/09/2007","","08/31/2020",10517,0,7627,0,18144
32009154678,"JAMES J SAMON JR","2420 S 1ST ST","AUSTIN","TX",78704,227,2,"G & S LOUNGE","2420 S 1ST ST","AUSTIN","TX",78704,227,"Y","MB472588","05/23/2000","","07/31/2018",2727,160,6007,0,8894
32040085303,"TROB, INC.","PO BOX 794","MARBLE FALLS","TX",78654,27,1,"MR B'S SPORTS BAR","207 MAIN ST","MARBLE FALLS","TX",78654,27,"Y","MB735157","10/23/2009","","02/28/2019",13270,50,12122,0,25442
17521487243,"KELBERG ASSOCIATES, INC.","1833 AIRPORT FWY","BEDFORD","TX",76021,220,1,"BIG SHOTS SPORTS CAFE/RON'S CORNER TAVERN","1833 AIRPORT FWY","BEDFORD","TX",76021,220,"Y","MB711084","03/02/2009","01/01/2022","02/29/2016",32877,84,22308,0,55269
17522529100,"GREGG COUNTY MEMORIAL POST NO. 1183, VETERANS OF F","8503 N INTERSTATE 35","AUSTIN","TX",78753,227,1,"V F W POST 1183","6001 W MARSHALL AVE","LONGVIEW","TX",75604,92,"Y","NE214585","12/01/1993","07/28/2020","06/30/2016",2053,21,1711,0,3785
32048176120,"FUNKY VENTURES, LLC","308 N OAK ST","ROANOKE","TX",76262,61,2,"FUNKY BAJA'S CANTINA","721 KELLER PKWY STE 100","KELLER","TX",76248,220,"Y","MB773413","11/13/2012","","09/30/2016",31166,1760,14235,0,47161
32078473314,"MACEO ENTERPRISES, LLC","20326 LAVERTON DR","KATY","TX",77450,101,1,"MACEO RESTAURANT AND TEQUILA BAR","5304 BELL PATNA DR","KATY","TX",77494,79,"Y","MB1124703","07/12/2021","07/13/2022","03/31/2022",0,0,0,0,0
32018186935,"HUNKY'S, INC.","321 N BISHOP AVE","DALLAS","TX",75208,57,1,"HUNKY'S OLD FASHIONED HAMBURGERS","321 N BISHOP AVE","DALLAS","TX",75208,57,"Y","RM790114","11/15/2011","","03/31/2019",506,205,2655,0,3366
32065069653,"DIANA P LAMBERSON","1028 W 2ND ST","LITTLEFIELD","TX",79339,140,2,"LOCO'S RESTAURANT & BAR","603 W WAYLON JENNINGS BLVD","LITTLEFIELD","TX",79339,140,"Y","MB1089959","05/29/2020","","05/31/2022",7489,69,8436,0,15994
32060586586,"RED RIVER CANTINA, INC.","1911 E MAIN ST","LEAGUE CITY","TX",77573,84,1,"RED RIVER CANTINA","1911 E MAIN ST","LEAGUE CITY","TX",77573,84,"Y","MB105696891","05/22/2018","","10/31/2020",55899,2794,10086,0,68779
32057975529,"T O, LLC","PO BOX 1466","LUBBOCK","TX",79408,152,1,"ROBBIN'S NEST","5202 MARSHA SHARP FWY","LUBBOCK","TX",79407,152,"Y","MB923222","10/09/2015","","12/31/2015",19587,236,19971,0,39794
32077875402,"MARIA'S PRIVATE CLUB","2202 MANGUM ST","COMMERCE","TX",75428,116,1,"MARIA'S KITCHEN MEXICAN CUISINE AND CANTINA","1940 LIVE OAK ST","COMMERCE","TX",75428,116,"Y","N 1113482","03/26/2021","","08/31/2021",2040,0,2836,0,4876
17602505673,"WILLIE G'S POST OAK, LLC","1510 WEST LOOP S ATTNLICENSING DEPT","HOUSTON","TX",77027,101,3,"VIC & ANTHONY'S STEAKHOUSE","1510 TEXAS ST","HOUSTON","TX",77002,101,"Y","MB528608","01/03/2003","","03/31/2019",101605,232288,10374,0,344267
32062298784,"SANDBAGGERS PUB NP","11799 FM 1485 RD","CONROE","TX",77306,170,1,"SANDBAGGERS PUB","13027 HIGHWAY 105 E","CUT AND SHOOT","TX",77306,170,"N","N 979351","04/20/2017","","06/30/2023",11356,188,14448,0,25992
17316344229,"PWAD TEXAS, LLC","1707 MARKET PL STE 300","IRVING","TX",75063,57,61,"PEI WEI ASIAN KITCHEN","5925 CONVAIR DR STE 501","FORT WORTH","TX",76109,220,"Y","MB100098586","12/21/2022","","07/31/2023",0,143,269,0,412
32080937561,"DAEBAK LLC","2625 N JOSEY LN STE 116","CARROLLTON","TX",75007,57,1,"MAHT GAEK","151 W SPRING CREEK PKWY STE 519","PLANO","TX",75023,43,"Y","MB200046349","02/10/2022","","05/31/2022",2218,399,1282,0,3899
32071424538,"CHAD'S OF HOUSTON, LLC","7833 MCLEAN ST","HOUSTON","TX",77051,101,1,"CHAD'S","7500 CULLEN BLVD STE A","HOUSTON","TX",77051,101,"Y","MB1069520","10/18/2019","","11/30/2021",6210,185,1290,0,7685
14709057021,"SALOUI RESTAURANT CORPORATION","6805 ANNS LN","WEATHERFORD","TX",76085,184,1,"BLUE GROTTO","517 UNIVERSITY DR","FORT WORTH","TX",76107,220,"Y","MB533259","04/02/2003","01/03/2018","01/31/2010",7130,0,8860,0,15990
32053064997,"34TH S&S LLC","5535 MEMORIAL DR STE FPMB656","HOUSTON","TX",77007,101,1,"CONCRETE COWBOY HOUSTON","5317B WASHINGTON AVE","HOUSTON","TX",77007,101,"Y","MB882199","08/22/2014","06/01/2022","03/31/2018",250852,45058,31453,0,327363
32054755015,"SHAWN ROWE","2017 HARVEST DR","NOLANVILLE","TX",76559,14,1,"AVA'S CARIBBEAN RESTAURANT","2901 W STAN SCHLUETER LOOP","KILLEEN","TX",76549,14,"Y","MB1120674","06/01/2021","06/01/2023","02/28/2023",0,0,0,0,0
32005325579,"JAIME E SANTILLAN-ESCOBEDO","5219 SW 37TH AVE","AMARILLO","TX",79109,191,3,"BRACEROS MEXICAN BAR & GRILL","2822 SW 6TH AVE","AMARILLO","TX",79106,188,"Y","MB783384","08/25/2011","","06/30/2018",17450,89,14800,0,32339
32048139573,"ANDY'S OPERATIONS LLC","4880 LONG PRAIRIE RD STE 200","FLOWER MOUND","TX",75028,61,1,"ANDY'S BAR AND GRILL","122 N LOCUST ST","DENTON","TX",76201,61,"Y","MB902674","03/26/2015","","05/31/2019",78452,780,13855,0,93087
32056001848,"R BARS, LLC","625 TEXAS AVE","CORPUS CHRISTI","TX",78404,178,4,"FRAT HOUSE","526 S STAPLES ST","CORPUS CHRISTI","TX",78401,178,"Y","MB1031646","09/26/2018","09/29/2022","09/30/2018",0,0,0,0,0
17426162909,"CABANA BEVERAGES, INC.","1077 CENTRAL PKWY S STE 600","SAN ANTONIO","TX",78232,15,104,"CABANA BEVERAGES INC","6750 HIGHWAY 6 N","HOUSTON","TX",77084,101,"Y","MB449411","04/08/1999","","10/31/2019",2898,0,427,0,3325
12015341683,"SPORTSWEST FAMILY CENTER, LTD.","308 S STATE HIGHWAY 46","SEGUIN","TX",78155,94,1,"SPORTSWEST","308 SOUTH HWY 46","SEGUIN","TX",78155,94,"Y","MB612387","10/25/2005","04/30/2012","03/31/2011",8632,20,9672,0,18324
32046871854,"HOLLAND MANAGEMENT, LLC","209 W HOLLAND AVE","ALPINE","TX",79830,22,1,"CENTURY BAR AND GRILL","209 W HOLLAND AVE","ALPINE","TX",79830,22,"Y","MB804279","04/18/2012","","08/31/2012",1947,159,577,0,2683
17316653678,"35 BAR&GRILL, LLC","8244 INTERCHANGE PKWY","SAN ANTONIO","TX",78218,15,1,"SAN ANTONIO MENS CLUB","8244 INTERCHANGE PKWY","SAN ANTONIO","TX",78218,15,"Y","MB539794","07/29/2003","01/31/2023","08/31/2011",94904,3147,45997,0,144048
12626392406,"5027 WEST LOVERS LANE, LLC","5027 W LOVERS LN","DALLAS","TX",75209,57,1,"NEIGHBORHOOD SERVICES","5027 W LOVERS LN","DALLAS","TX",75209,57,"Y","MB705552","10/08/2008","","06/30/2014",33474,65793,5914,0,105181
12049369999,"KIRBY LANE VENTURE, LP","5509 VALERIE ST","HOUSTON","TX",77081,101,1,"KIRBY LANE VENTURE, LP","3601 KIRBY DR","HOUSTON","TX",77098,101,"Y","MB639519","08/18/2006","","09/30/2017",127607,11555,12019,0,151181
17425537812,"SUNOVA, INC.","15033 NACOGDOCHES RD STE 304","SAN ANTONIO","TX",78247,15,2,"EASY STREET","15033 NACOGDOCHES RD","SAN ANTONIO","TX",78247,15,"Y","MB212631","12/01/1993","","01/31/2014",15981,57,10895,0,26933
32040489711,"PINS & CUES, L.L.C.","514 PLAZA LOS ENCINOS","WESLACO","TX",78596,108,1,"PINS & CUES, L.L.C.","514 PLAZA LOS ENCINOS","WESLACO","TX",78596,108,"Y","MB772012","04/06/2011","","03/31/2012",5942,0,10965,0,16907
17604584734,"SHERLOCKS USA, INC.","5423 E 5TH ST STE D","KATY","TX",77493,101,1,"SHERLOCK'S BAKER ST PUB","10001 WESTHEIMER RD STE 2840","HOUSTON","TX",77042,101,"Y","MB254249","03/09/1995","11/01/2018","03/31/2008",137399,2513,161953,0,301865
32041161756,"DALLAS ALL IN FUN, LTD.","2211 N LAMAR ST STE 100","DALLAS","TX",75202,57,1,"DICK'S LAST RESORT","2211 N LAMAR ST STE 100","DALLAS","TX",75202,57,"Y","MB968928","01/12/2017","10/11/2022","03/31/2015",43517,37900,1585,0,83002
32046086388,"JSANTINO RESTAURANT, LLC","223 LEXINGTON CIR","HASLET","TX",76052,249,1,"EL BUCANERO","16505 BLANCO RD","SAN ANTONIO","TX",78232,15,"Y","MB200062051","02/28/2012","","12/31/2015",25816,385,50995,0,77196
32015344263,"PEDRO MESA GUTIERREZ","PO BOX 85","TAHOKA","TX",79373,153,1,"TEJANO ROSE","711 34TH ST","LUBBOCK","TX",79404,152,"Y","MB759419","10/13/2010","11/22/2011","10/31/2010",6053,0,17282,0,23335
32043962177,"LAS MANANITAS MEXICAN  RESTAURANT # 3 INC","15202 MASON RD STE 100","CYPRESS","TX",77433,101,1,"LAS MANANITAS MEXICAN RESTAURANT # 3 INC","15202 MASON RD STE 100","CYPRESS","TX",77433,101,"Y","MB780261","07/20/2011","","02/28/2022",37575,846,4796,0,43217
32064741377,"87 RAINEY, LP","801 SPRINGDALE RD","AUSTIN","TX",78702,227,1,"STAGGER LEE","87 RAINEY ST","AUSTIN","TX",78701,227,"Y","MB105527749","01/19/2018","","10/31/2019",72892,2467,53253,0,128612
32060043232,"NATIVE HOSTEL AUSTIN, LLC","807 E 4TH ST","AUSTIN","TX",78702,227,1,"NATIVE HOSTEL AUSTIN","807 E 4TH ST","AUSTIN","TX",78702,227,"Y","MB978837","04/13/2017","","10/31/2019",96886,7593,20037,0,124516
32065093307,"CREATIVE FOODS LLC, STASSNEY","5510 S INTERSTATE 35 STE C","AUSTIN","TX",78745,227,1,"CREATIVE FOODS LLC STASSNEY","5510 S INTERSTATE 35 STE C","AUSTIN","TX",78745,227,"Y","MB105704530","04/24/2018","","08/31/2023",5487,3450,3357,0,12294
17428884138,"ANNA GARCIA AND BRENDA BOTELLO","410 W MAIN ST","ROUND ROCK","TX",78664,246,1,"GARCIAS CAFE","410 W MAIN ST","ROUND ROCK","TX",78664,246,"Y","FB460959","11/03/1999","11/02/2011","04/30/2010",858,0,577,0,1435
32051472820,"REBECCA CREEK CONCESSIONS, LLC","500 RIVER WAY","SPRING BRANCH","TX",78070,46,1,"THE CLUB AT REBECCA CREEK","10101 REBECCA CREEK RD","SPRING BRANCH","TX",78070,46,"N","MB874334","06/05/2014","","09/30/2015",1005,48,1796,0,2849
17527407492,"J-P GOWING ON, INC.","350 CATESBY PL","HIGHLAND VLG","TX",75077,61,3,"WING STOP","2305 S HIGHWAY 121 STE 190","LEWISVILLE","TX",75067,61,"Y","RM612221","10/24/2005","","06/30/2008",0,0,1392,0,1392
32040262050,"DBF ENTERPRISES, LLC","PO BOX 511","HUTTO","TX",78634,246,1,"SNUFFY'S PLACE","204 HIGHWAY 79","HUTTO","TX",78634,246,"Y","MB736248","11/06/2009","","07/31/2018",13356,270,10504,0,24130
17527357341,"ARTIS, L.P.","531 S LAKE DALLAS DR","LAKE DALLAS","TX",75065,61,4,"CRISTINA'S MEXICAN RESTAURANT","3432 E HEBRON PKWY","CARROLLTON","TX",75010,43,"Y","RM612675","10/29/2005","","03/31/2010",17702,1304,3295,0,22301
32075150113,"CJ&CI SERVICES LLC","323 VIKING LN APT A","BROWNSVILLE","TX",78520,31,1,"LA CURA","5250 PAREDES LINE RD STE F","BROWNSVILLE","TX",78526,31,"Y","MB200036286","10/27/2021","","07/31/2022",8398,0,6410,0,14808
32057555727,"WINKMITCH, LLC","200 W 26TH ST","BRYAN","TX",77803,21,1,"RX PIZZA","200 W 26TH ST","BRYAN","TX",77803,21,"Y","MB926273","11/09/2015","","08/31/2018",9325,3081,8953,0,21359
32051760208,"D & G SALOON LLC","1510 E ACACIA AVE","HIDALGO","TX",78557,108,1,"CAPITOLIO EVENT CENTER","5952 S CAGE BLVD","PHARR","TX",78577,108,"Y","MB925614","11/03/2015","09/11/2017","01/31/2017",0,0,0,0,0
32047770212,"TWO MULES LLC","100 CYPRESSWOOD DR STE 1000","SPRING","TX",77388,101,1,"TWO MULES TAVERN","100 CYPRESSWOOD DR STE C","SPRING","TX",77388,101,"Y","MB103367144","11/09/2012","","02/28/2022",30800,240,26157,0,57197
32059005010,"FRANK'S BACKYARD, LLC","413 TRAVIS ST","HOUSTON","TX",77002,101,1,"SOLECITA","413 TRAVIS ST","HOUSTON","TX",77002,101,"Y","MB989078","07/21/2017","02/01/2021","12/31/2019",15985,1264,21914,0,39163
32000455017,"DALWIN MANAGEMENT SERVICES, INC.","29803 LOOP 494","HUMBLE","TX",77339,101,1,"MOLLY'S PUB","29803 LOOP 494","KINGWOOD","TX",77339,170,"Y","MB105567192","02/07/2018","","01/31/2020",36091,770,41458,0,78319
17526970144,"RAINFOREST CAFE, INC. - CHA CHA","1510 WEST LOOP S","HOUSTON","TX",77027,101,4,"RAINFOREST CAFE","110 E CROCKETT ST","SAN ANTONIO","TX",78205,15,"Y","MB610913","10/07/2005","","05/31/2011",51121,5539,18237,0,74897
12027884233,"RT BEVERAGE OF TEXAS, LLC","18900 DALLAS PKWY STE 125","DALLAS","TX",75287,43,8,"RUBY TEQUILA'S MEXICAN KITCHEN","7748 FM 1960 RD W","HOUSTON","TX",77070,101,"Y","MB726472","07/13/2009","03/01/2016","04/30/2012",31989,396,30753,0,63138
17429037306,"MESA STREET BAR & GRILL, L.L.C.","3800 N MESA ST STE D1","EL PASO","TX",79902,71,1,"MESA STREET BAR & GRILL, L.L.C.","2525 N MESA ST","EL PASO","TX",79902,71,"Y","MB450861","05/04/1999","07/16/2014","09/30/2010",14064,10273,7170,0,31507
17316938517,"HOUSTON NIGHTLIFE, INC.","1209 CAROLINE ST","HOUSTON","TX",77002,101,2,"THE DIRT","222 YALE ST","HOUSTON","TX",77007,101,"Y","MB560449","07/16/2004","01/11/2011","07/31/2008",22708,703,10512,0,33923
32043412785,"JORGE GASCA","4898 MOULTON ST","GREENVILLE","TX",75401,116,3,"TWO SENORITAS","4898 MOULTON ST","GREENVILLE","TX",75401,116,"Y","RM904271","04/09/2015","07/22/2019","02/29/2016",15197,56,8412,0,23665
32061433226,"BETO BEVERAGE COMPANY, LLC","331 SINGLETON BLVD STE 200","DALLAS","TX",75212,57,1,"BETO & SON MEXICAN MEXICAN RESTAURANT","3011 GULDEN LN STE 108","DALLAS","TX",75212,57,"Y","RM963230","11/03/2016","11/03/2022","01/31/2017",56309,3611,7675,0,67595
32067989759,"NEXT LIFE AUSTIN, INC.","7415 SOUTHWEST PKWY BLDG 4 STE 200","AUSTIN","TX",78735,227,1,"SCISSORS & SCOTCH","7415 SOUTHWEST PKWY STE 200","AUSTIN","TX",78735,227,"Y","MB106114221","04/01/2019","","02/28/2021",2284,55,425,0,2764
17523821985,"V & A BEVERAGE, INC.","105 DECKER CT STE 500","IRVING","TX",75062,57,1,"V & A BEVERAGE INC","2150 MARKET CENTER BLVD","DALLAS","TX",75207,57,"Y","MB224315","12/01/1993","06/12/2015","06/30/2014",2284,3584,3306,0,9174
13005345924,"RANAS BAR, LLC","PO BOX 6183","BROWNSVILLE","TX",78523,31,1,"RANAS","3648 BOCA CHICA BLVD","BROWNSVILLE","TX",78521,31,"Y","MB716469","03/05/2009","07/01/2015","12/31/2009",2785,0,4950,0,7735
32057629753,"FRIEDHELM'S BAVARIAN INN RESTAURANT BAR AND SUITES","905 W MAIN ST","FREDERICKSBRG","TX",78624,86,1,"FRIEDHELM'S BAVARIAN INN & BOARS NEST","905 W MAIN ST","FREDERICKSBURG","TX",78624,86,"Y","MB130344","12/01/2015","","10/31/2016",4804,5715,6184,0,16703
32040322938,"ESPERANZA RIVERA","21735 DEBRAY DR","SPRING","TX",77388,101,1,"INTERNATIONAL POOL HALL","2400 FM 2920 RD # 230","SPRING","TX",77388,101,"N","MB740012","01/07/2010","10/19/2016","05/31/2016",750,0,1350,0,2100
17525282053,"JOSE' FUENTES CO., INC.","16816 DALLAS PKWY","DALLAS","TX",75248,57,3,"GLORIA'S RESTAURANT","3715 GREENVILLE AVE STE A","DALLAS","TX",75206,57,"Y","MB427595","03/25/1998","","01/31/2013",47591,6000,7603,0,61194
17428625572,"LITTLE SKYNECK, INC.","313 COLLEGE AVE","COLLEGE STA","TX",77840,21,1,"HURRICANE HARRY'S","313 S COLLEGE AVENUE","COLLEGE STATION","TX",77840,21,"Y","MB498743","08/24/2001","","07/31/2010",96412,552,76026,0,172990
17526005727,"HORSESHOE HOSPITALITY SERVICES, LLC","8810 BRIERFIELD RD","GRANBURY","TX",76049,111,1,"HORSESHOE HOSPITALITY SERVICES, LLC","2514 ARENA TRL","MIDLAND","TX",79701,165,"Y","MB620784","02/24/2006","07/31/2023","09/30/2015",2186,181,2308,0,4675
14709383104,"RELIANT RESTAURANTS, INC.","2020 SOUTHWEST FWY STE 300","HOUSTON","TX",77098,101,1,"MARCO'S MEXICAN BAR & GRILL","8216 KIRBY DR","HOUSTON","TX",77054,101,"Y","MB558555","06/10/2004","12/06/2016","09/30/2016",0,0,0,0,0
32044571415,"ROGELIO ARELLANO","PO BOX 432","VEGA","TX",79092,180,1,"ROOSTER'S MEXICAN RESTAURANT","1300 VEGA BLVD","VEGA","TX",79092,180,"Y","RM780243","07/20/2011","","02/28/2015",1025,0,1012,0,2037
12017710729,"AZULITOS, INC.","1720 REGAL ROW STE 234","DALLAS","TX",75235,57,2,"MUDDY WATERS ON LIVE OAK","4314 LIVE OAK ST","DALLAS","TX",75204,57,"Y","MB628375","05/06/2009","12/17/2015","01/31/2015",19671,102,18483,0,38256
17430219570,"MULE RESTAURANT GROUP, LLC","112 E PECAN ST STE 1212","SAN ANTONIO","TX",78205,15,1,"MULE RESTAURANT GROUP, LLC","245 E COMMERCE ST","SAN ANTONIO","TX",78205,15,"Y","MB508544","02/05/2002","","01/31/2013",77658,1862,32087,0,111607
12027354674,"AZUCAR LATINO, INC.","PO BOX 1025","SUGAR LAND","TX",77487,79,1,"AZUCAR CRYSTAL NIGHT CLUB","6680 SOUTHWEST FWY","HOUSTON","TX",77074,101,"Y","MB603773","08/08/2005","","05/31/2008",46163,243,40568,0,86974
17417747114,"PARAMOUNT THEATRE FOR THE PERFORMING ARTS, INC.","PO BOX 1566","AUSTIN","TX",78767,227,3,"PARAMOUNT THEATRE FOR PERFORMING ARTS","713 CONGRESS AVE","AUSTIN","TX",78701,227,"Y","MB155395","12/01/1993","","04/30/2021",11534,3369,6122,0,21025
12032411980,"MARIACHIS DE JALISCO INC","2803 WILLIAMS DR STE 110","GEORGETOWN","TX",78628,246,8,"TEQUILA BAR & GRILL","1151 UNIVERSITY BLVD","ROUND ROCK","TX",78665,246,"Y","MB866798","03/19/2014","","08/31/2014",8995,0,4000,0,12995
17521643530,"CHIPS CLUB, INC.","PO BOX 94875","LUBBOCK","TX",79493,152,2,"CHIPS SPORTS BAR & GRILL","5164 69TH","LUBBOCK","TX",79424,152,"Y","MB196429","12/01/1993","","08/31/2014",29452,26,29206,0,58684
17601161742,"MA GOODSON ENTERPRISES, INC.","PO BOX 1479","TOMBALL","TX",77377,101,1,"GOODSON'S CAFE","27931 STATE HIGHWAY 249","TOMBALL","TX",77375,101,"Y","MB232094","12/01/1993","","12/31/2012",2180,869,3304,0,6353
32016918065,"SANDRA L BLUHM","16 LYNCREST DR","GALVESTON","TX",77550,84,1,"SANDY'S COUNTRY STORE","1402 STRAND ST","GALVESTON","TX",77550,84,"Y","MB576680","04/01/2005","","07/31/2022",3700,75,4091,0,7866
17427903152,"ALFRED T. HORNBACK, INC.","120 WALTON DR","COLLEGE STA","TX",77840,21,1,"ALFRED T HORNBACK INC","120 WALTON DR","COLLEGE STATION","TX",77840,21,"Y","MB434953","07/23/1998","10/31/2011","08/31/2010",12191,3,12168,0,24362
17430105159,"WALLY SEBASTIAN, LLC","2701 N STANTON ST","EL PASO","TX",79902,71,2,"GEOGESKE","2701 N STANTON ST","EL PASO","TX",79902,71,"Y","MB502174","01/01/2013","04/22/2015","04/30/2013",31148,15283,10146,0,56577
15625291016,"TAQUERIA ARANDAS NO. 35 INC.","1225 W AIRPORT FWY","IRVING","TX",75062,57,1,"TAQUERIA ARANDAS NO 35 INC","1225 W AIRPORT FWY","IRVING","TX",75062,57,"Y","MB629605","06/02/2006","","05/31/2007",1437,0,6738,0,8175
32040288386,"GLENN GEE & TERESA GEE","PO BOX 62564","SAN ANGELO","TX",76906,226,1,"THE STAGE COACH SALOON & DANCE HALL","4205 S BRYANT BLVD","SAN ANGELO","TX",76903,226,"Y","MB734391","10/15/2009","10/04/2013","03/31/2012",13125,387,12737,0,26249
32063142130,"MELESIO HERRADURA GRILL INC","19407 EGRET WOOD WAY","CYPRESS","TX",77429,101,1,"HERRADURA MEXICAN GRILL","16245 FM 529 RD","HOUSTON","TX",77095,101,"Y","MB939371","10/01/2017","","03/31/2020",3211,24,850,0,4085
17414874754,"VFW OF THE US (VFW POST 2059)","3202 ACKERMAN RD","KIRBY","TX",78219,15,1,"V F W POST 2059","3202 ACKERMAN RD","KIRBY","TX",78219,15,"Y","MB613575","01/23/1995","","03/31/2009",1427,53,4903,0,6383
32055004942,"FIF WOODROWS, LLC","3333 EASTSIDE ST","HOUSTON","TX",77098,101,1,"KIRBY ICE HOUSE","3333 EASTSIDE ST","HOUSTON","TX",77098,101,"Y","MB892657","12/10/2014","","02/29/2016",0,0,0,0,0
17527357341,"ARTIS, L.P.","531 S LAKE DALLAS DR","LAKE DALLAS","TX",75065,61,8,"CRISTINA'S MEXICAN RESTAURANT","2811 CRAIG DR STE 110","MCKINNEY","TX",75072,43,"Y","RM618544","01/25/2006","","06/30/2007",31306,1211,6478,0,38995
32016521513,"ROJOMA, INC.","2312 MYRTLE AVE","EL PASO","TX",79901,71,1,"AZAFRAN","5411 N MESA ST STE A","EL PASO","TX",79912,71,"Y","MB643311","10/27/2006","12/31/2007","05/31/2007",1237,1790,0,351,3378
32053224690,"FREDO'S PAESANS, LLC","812 N MAIN ST","BOERNE","TX",78006,130,1,"FREDO'S RISTORANTE","812 N MAIN ST","BOERNE","TX",78006,130,"Y","MB872080","05/13/2014","07/31/2016","04/30/2016",2856,4482,894,0,8232
17427019611,"BAR TIME, INC.","223 W RHAPSODY DR","SAN ANTONIO","TX",78216,15,2,"FINNEGAN'S","16260 HWY 281 NORTH","SAN ANTONIO","TX",78232,15,"Y","MB423124","11/20/1997","","03/31/2009",24796,73,19132,0,44001
32038881085,"TEST ACCT TAJ L WILLIAMS","111 E 17TH ST","AUSTIN","TX",78711,227,1,"CPA BAR","111 E 17TH ST","AUSTIN","TX",78711,227,"Y","MB945614","01/01/2008","05/31/2009","06/30/2008",0,0,0,0,0
12082611950,"PLUCKERS-AUSTIN NO.5, LP","811 BARTON SPRINGS RD STE 600","AUSTIN","TX",78704,227,1,"PLUCKERS WING BAR","11066 PECAN PARK BLVD STE G","CEDAR PARK","TX",78613,246,"Y","MB664812","07/03/2007","","07/31/2017",26936,644,57415,0,84995
17426162909,"CABANA BEVERAGES, INC.","1077 CENTRAL PKWY S STE 600","SAN ANTONIO","TX",78232,15,197,"CABANA BEVERAGES","4360 DFW TPKE","DALLAS","TX",75211,57,"Y","RM780897","07/27/2011","","05/31/2022",2899,0,372,0,3271
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC","4501 SPRINGDALE RD ATTN: DANNY RUSSO","AUSTIN","TX",78723,227,44,"TORCHY'S TACOS","426 E SOUTHEAST LOOP 323","TYLER","TX",75701,212,"Y","RM928030","11/30/2015","","03/31/2016",12794,919,8161,0,21874
17606479750,"JFC VENTURES LLC","11720 S WILCREST DR","HOUSTON","TX",77099,101,1,"JACK'S FOR COCKTAILS","11720 S WILCREST DR","HOUSTON","TX",77099,101,"Y","MB477455","08/14/2000","","07/31/2014",16619,506,15247,0,32372
32040910195,"ZSAMS BEVERAGE COMPANY, LLC","2700 E LAMAR BLVD","ARLINGTON","TX",76011,220,1,"EQUINOX GRILL & BAR","700 AVENUE H E","ARLINGTON","TX",76011,220,"Y","MB740026","01/08/2010","","05/31/2014",7820,2059,7079,0,16958
12638683495,"LIQUID VACATIONS LLC","PO BOX 9298","SPRING","TX",77387,101,1,"TEXAS ROCK TAVERN RESTAURANT & BAR","2462 FM 1960 RD W","HOUSTON","TX",77068,101,"N","MB721676","05/12/2009","08/24/2010","03/31/2010",35477,766,35797,0,72040
32053730316,"NEW COUNTRY, INC.","230 STARBOARD AVE","ROCKPORT","TX",78382,4,1,"SAN ANTONIO ROSE","11755 S HIGHWAY 6","SUGAR LAND","TX",77498,79,"Y","MB896835","02/02/2015","12/31/2019","04/30/2016",29387,432,26779,0,56598
17516591447,"ORLANDO'S ENTERPRISES, INC.","2412 AVENUE Q","LUBBOCK","TX",79411,152,2,"ORLANDO'S ITALIAN RESTAURANT #3","6951 INDIANA AVE","LUBBOCK","TX",79413,152,"Y","MB210607","12/01/1993","","01/31/2015",10157,7691,20339,0,38187
32058929897,"ACE-3 NIGHTCLUB, LLC","PO BOX 3337","ABILENE","TX",79604,221,1,"TEQUILA'S NIGHT CLUB","133 EPLENS CT","ABILENE","TX",79605,221,"Y","MB932373","01/20/2016","","05/31/2018",18965,0,26744,1598,47307
13310124386,"SMG F&B TEXAS, INC.","500 LAS COLINAS BLVD W","IRVING","TX",75039,57,14,"PLAZA THEATRE PERFORMING ARTS CENTER","125 PIONEER PLZ","EL PASO","TX",79901,71,"Y","MB625019","04/13/2006","","11/30/2022",18666,0,18444,0,37110
32059748155,"JANDRO'S GARDEN PATIO & BISTRO LLC","2623 N SAINT MARYS ST","SAN ANTONIO","TX",78212,15,1,"JANDRO'S GARDEN PATIO","2623 N SAINT MARYS ST","SAN ANTONIO","TX",78212,15,"Y","MB105009277","10/27/2016","","04/30/2020",240,0,55,0,295
17527064889,"TONY'S ITALIAN KITCHEN CLUB","6106 WESLEY ST","GREENVILLE","TX",75402,116,1,"TONY'S ITALIAN KITCHEN CLUB","6106 WESLEY ST","GREENVILLE","TX",75402,116,"Y","N 559059","08/01/2004","07/09/2015","06/30/2011",0,571,303,0,874
